T,r
153286.7315,355.1154
0.1310,0.3797
51394.0538,211.2562
22.0113,4.6433
0.2025,0.4656
0.0006,0.1287
44395.6887,194.9083
356.6863,18.6839
0.7356,0.8724
3052516.4456,428.1973
31.4682,5.4916
0.0070,0.3070
14.9083,3.8503
110.2992,10.3604
0.0151,0.4071
687.8874,20.0762
0.5310,0.7455
1165.0065,33.0298
129.7722,11.0594
81041.4788,113.6302
0.0616,0.2594
20827.9360,135.7460
16297.6778,118.0652
21831.5551,137.0577
0.0328,0.1917
0.0009,0.1481
1.0065,1.0298
3107.6364,52.5549
540713.5156,227.1810
0.0787,0.2975
0.0898,0.7648
0.6159,0.8013
0.0212,0.1568
359803.8553,198.4074
419.3065,19.4747
0.9561,0.9914
9691.8883,92.0942
0.1641,0.4143
37342.2510,179.6532
11.6750,3.3823
1275.5938,34.4481
22.2974,4.6238
0.8568,0.9624
19546.4671,130.1437
0.2447,1.1287
0.0166,0.1362
250701.6886,466.0432
33566.5921,168.2689
4.6156,2.1529
60.4594,7.7069
261474.9118,463.6038
11.0687,4.5203
0.2232,0.4906
8466.3200,86.4857
64.5947,8.0113
16.6847,4.0825
0.4332,0.6863
1653294.7130,343.2149
0.0106,0.1114
124791.6832,132.3280
0.1446,0.3935
12.3779,3.5167
0.0741,0.2837
0.1227,0.3609
0.1632,0.4213
6.3817,2.5235
83855.6351,271.5306
5.4993,2.3650
32150.2616,81.3141
8.8082,4.1893
16.9212,4.0712
27.0823,5.1043
461.6567,21.2695
102.6854,9.8315
0.0093,0.1033
0.0532,0.2460
1673.4010,38.9234
0.0138,0.1281
2311.3728,46.0562
40.7217,6.2771
4191.4452,38.6142
219.8262,13.2069
10.0341,3.1429
121419.0729,318.4621
713.2282,25.7336
909.5962,28.6293
1.1882,1.1114
0.0163,0.1354
12.2306,3.5344
0.0200,0.1486
0.0789,0.2931
0.4136,0.6572
160023.2603,144.3522
0.2340,0.5099
106.2256,10.1592
375.7700,18.4969
85340.7091,274.5523
10741.9675,98.1829
3216083.6840,435.7083
0.2564,1.1321
0.7290,0.8806
2.0463,1.4511
1030.5134,23.2210
0.0339,0.1928
775.6153,21.0782
3.4499,1.8672
0.0604,0.2568
0.7091,0.8699
0.0628,0.2617
4033.4150,59.0987
0.2004,0.4685
216.0623,14.2347
6.4180,2.5797
16050.0838,120.2431
7.4569,3.8684
19.1613,5.4647
59.6877,7.6071
0.0447,0.2222
71035.8091,249.1287
288.4703,16.3080
283529.2929,487.7106
266694.6334,175.7782
4567.9276,63.7534
544.8667,22.5324
0.0789,0.2996
2305.5365,31.2863
5020.2594,41.4685
12105.8712,103.5377
294.1126,16.4834
37.0056,6.0472
0.0180,0.1438
3699.7478,58.0688
0.0539,0.2428
0.2441,0.5217
12.4633,4.6372
0.1505,0.4031
2632.8673,49.2782
1048.3207,30.4573
691.7241,25.5372
83.3897,9.2549
53726.5345,215.7083
3465.1398,54.5993
108.6178,10.2873
2.2996,1.5541
179.1096,12.5299
0.5464,0.7514
7133.4087,78.4779
0.8794,1.8161
0.8168,0.9212
7949.7965,83.8370
0.0179,0.1451
2.2627,1.5272
29433.0105,160.2277
0.0367,0.2021
77031.9471,253.6014
0.0228,0.1613
747.1655,26.7313
0.0529,0.2387
0.3367,0.5969
6.2109,2.4592
50476.6360,207.8837
858.5946,27.3201
39411.4046,182.1629
0.0431,0.2187
400.7840,16.4049
1.9036,1.4129
212293.8789,420.4204
3.4655,1.9035
55560.7047,219.9978
20.6714,5.6135
0.0158,0.1329
117.3498,10.3831
4819.0135,64.5168
0.3622,0.6270
0.0086,0.1002
11.3437,3.3635
183379.8716,389.7400
0.1669,0.4221
51168.8262,211.3524
2352.3073,45.6926
0.0099,0.1062
1090.0399,31.6547
0.0398,0.2101
0.0546,0.2465
0.0003,0.1018
0.0813,0.2955
0.0590,0.2570
0.0018,0.1882
8060.5759,85.1002
100.6253,9.9038
3664.1984,57.4321
34.5286,5.8756
12.1859,4.6424
18.5394,4.2807
3878.4007,59.2306
177750.6777,379.9268
0.0416,0.2131
198.2426,13.6441
0.7119,0.8631
3.4150,2.9359
911956.2976,274.1078
14.4606,3.8587
1293.7558,33.8210
409.3727,19.5997
0.1585,0.4152
1303.6520,34.2686
7.1676,2.7164
0.0762,0.7349
301816.6589,183.4205
3.0747,1.7833
10.7034,3.2383
224.3772,14.6857
0.2364,0.5031
4609.2879,63.8839
723.0237,25.7429
2971.3679,51.2856
255731.0589,468.7214
777.0788,26.6380
216823.4869,415.9702
308.3628,16.8779
7039.2356,78.4130
4055.1674,61.0966
495.6100,21.6113
222013.7160,428.8196
41.3406,6.3083
6.9341,2.6638
0.0580,0.2508
0.2523,1.1357
242819.8585,452.4812
577417.8570,233.6498
0.0102,0.1093
200335.8564,414.7834
319.9924,15.3321
37.3524,6.0098
13091.5905,107.2507
0.3826,0.6360
2.1749,1.4869
0.2652,0.5291
776.7143,26.5381
6779.8438,77.0327
0.1685,0.9883
178619.5723,155.5139
15429.7441,115.4145
25264.6572,147.7580
739.4221,20.7113
7.1830,2.7146
11.6901,4.6127
0.1452,0.9419
1.9879,1.4400
280421.6456,175.7448
121.9446,10.7186
1213.9276,33.2258
822.7520,27.0580
201087.7918,403.5377
4.4035,3.2017
220.5572,13.3688
0.0014,0.1732
1.8432,1.3863
3.1521,1.8065
3659.6941,37.0469
1.3612,1.1882
1.0988,1.0665
217709.2971,423.5477
37949.8911,183.7346
1720.4936,39.8260
7897.1138,81.9836
217607.7916,420.0773
9661.9358,92.6951
4.2239,2.0860
0.0009,0.1459
113210.2565,307.2586
20501.5586,132.1171
2427721.0820,396.5249
0.0452,0.2246
0.1200,0.3636
2.0334,1.4301
11106.1896,99.7018
0.0016,0.1790
1524.5045,37.3527
