T,r
0.0021,0.1123
409.3221,14.8039
0.3259,0.8427
300.4318,13.0886
0.0353,0.3486
118.7344,9.0038
2441241.5216,482.9696
47702.2015,98.7007
2.6457,1.9485
33.6631,5.4741
0.5379,1.0381
7.6870,2.9323
0.0315,0.3276
1466389.2821,399.8457
2523.5745,30.6059
136.0110,9.4532
0.0442,0.3745
234795.1260,190.4602
11789.3050,56.5186
12750.9879,58.3162
0.3123,0.8318
0.0041,0.1447
0.0023,0.1157
11517.5633,56.5802
3059.8232,33.2100
2441.0711,29.7868
7.8061,2.9870
2345.7541,29.8078
1224.2218,22.5963
262.5951,12.4095
245.1430,11.9764
26.6020,4.9137
39.1739,5.7330
0.2738,0.7790
0.0022,0.1139
3146.3969,32.9541
2.9915,2.0794
11.2578,3.4726
1568.9163,25.3217
75290.0666,118.9100
5820.7943,42.5325
3510.3016,35.0754
0.2577,0.7631
83597.0291,126.8206
4432.9074,38.9585
765482.2196,307.3173
0.4213,0.9221
170.8615,10.4550
6889.5621,46.7365
0.0127,0.2254
21.6119,4.5573
2279913.4947,477.3232
538.6195,16.4129
243.0105,11.9130
1246.6278,22.9585
0.0023,0.1127
1813953.0198,434.1629
0.1610,0.6338
1767304.5366,423.3526
13.3209,3.7679
7.5117,2.9869
0.0774,0.4747
6.1003,2.7302
0.4310,0.9227
0.0038,0.1411
0.0969,0.5084
0.8252,1.2284
451.5926,15.5728
14812.3708,62.2385
0.4532,0.9632
0.2817,0.7999
19449.6038,69.6399
86224.7225,126.3325
0.0454,0.3862
2253755.0253,476.9450
16.5850,4.0140
0.3492,0.8677
619.5685,17.2077
0.0108,0.2163
2.1898,1.8195
26953.2941,79.8848
7.3485,2.9553
41.2476,5.8486
0.0033,0.1325
314.7836,13.2089
70558.6888,116.6954
188944.3208,174.8818
0.2540,0.7607
50.5750,6.2379
793565.3584,310.9985
8616.8746,50.1642
4192.4577,37.8360
210.8060,11.1720
6.1572,2.7618
0.1764,0.6526
2867.5863,31.9761
0.0093,0.1991
123491.7912,147.0679
2342.0633,29.8241
219077.1458,185.3608
1148710.1445,359.2084
359.4006,14.0586
0.1850,0.6657
1911.5786,26.9547
292.9131,13.0565
0.4509,0.9701
19.9821,4.3276
1115062.1899,351.7316
64.5495,7.0227
3.2522,2.1214
113802.8780,140.4620
0.0094,0.2026
22.4094,4.6548
426.0759,15.2025
8.7582,3.1352
9371.9816,52.4255
479916.9568,251.1924
0.0113,0.2171
1.5145,1.5599
3.9632,2.2676
432.2866,15.2135
0.0065,0.1738
0.2597,0.7560
0.0277,0.3098
281.2702,12.7355
3147.5368,33.6799
0.0094,0.2023
25.1272,4.7481
0.0543,0.4071
333.6806,13.4998
62.8457,6.9614
11.5435,3.5707
1.0232,1.3408
95787.8885,130.2779
1311283.8400,380.6325
177.7614,10.6398
728036.7136,301.2779
12.0516,3.5938
1256623.4277,371.9208
0.3588,0.8694
93.0268,8.1516
0.2078,0.7005
1194.8400,22.5827
0.6130,1.0753
0.2209,0.7290
2.8720,2.0144
0.3027,0.8188
0.0290,0.3249
362.9840,14.0415
4.2813,2.3531
2.2998,1.8391
7.8560,3.0135
1254977.3953,372.4408
18.0356,4.1870
67673.7520,115.4151
131.0802,9.2026
0.1029,0.5231
3895.9547,36.5579
0.1548,0.6220
1.1188,1.3755
1.7441,1.6362
0.0107,0.2123
0.1197,0.5574
138936.1816,152.2688
8.6434,3.1173
0.0024,0.1166
138546.4424,151.6679
0.0097,0.2033
6011.8557,43.9811
642871.0754,286.4898
9913.3198,53.2442
210.5580,11.2784
4108.6523,37.4702
19150.4158,68.8384
0.0533,0.4119
204588.8303,180.4784
16.5783,4.1114
233896.7546,190.3576
1668340.8248,422.8800
161.9575,10.0647
2264.0824,29.0554
0.1310,0.5877
949.0308,20.6696
10780.7495,54.5633
37704.4471,89.7542
895035.0764,324.2363
9.8764,3.3193
2.4681,1.8898
4171.1712,37.3846
0.0602,0.4243
1.0701,1.3513
10.0247,3.3206
46.9109,6.2140
4.7948,2.4958
1.1993,1.4188
0.0692,0.4452
12412.0460,58.1185
389.7795,14.1329
0.0046,0.1506
0.0815,0.4807
163003.7664,161.2272
0.0044,0.1488
797.3812,18.9677
399274.7880,233.2416
2.6399,1.9745
428120.6247,242.8556
183.8011,10.5922
3.5210,2.1523
0.1365,0.5926
1.6206,1.5840
1909204.3065,433.4525
9.9728,3.3234
1745.5030,26.6378
1011883.9776,335.2619
0.1498,0.6122
656.0829,18.0451
97150.4609,133.0165
0.2198,0.7146
95807.6752,132.6536
1144.1832,22.2048
1790713.4365,428.3512
108100.8074,137.7857
4.3266,2.3827
8501.0600,50.8561
14.3190,3.8399
267272.0370,199.1131
812722.3871,310.0464
12414.1641,59.4152
226.5533,11.5985
0.8519,1.2496
87.0936,7.9210
5640.1018,42.7091
129.0163,9.4724
0.0038,0.1396
15662.7218,63.1569
1470119.4091,401.5271
6.4391,2.7959
84066.9947,125.5060
148.6172,9.8887
790.3363,19.3599
1708257.1686,417.7297
930.8209,20.3923
7.8365,3.0228
8113.8078,48.9956
1538.1763,25.6044
0.0205,0.2783
0.0039,0.1394
17.1354,4.0883
0.0039,0.1419
0.0046,0.1501
5.8381,2.6642
79.1387,7.5825
4136.7956,37.6364
0.3674,0.8713
0.0117,0.2225
42.8557,5.9659
15776.4587,63.1127
156.0103,9.9279
23.1751,4.6386
794712.2025,305.6160
1578645.3649,409.7033
8148.0922,48.5176
1363077.1285,382.8375
74324.5976,120.7711
0.0114,0.2186
2.9819,2.0549
