T,r
0.4279,0.2170
280.2880,41.1007
0.2146,0.1271
3.8327,3.1123
15.1883,3.8772
1.6584,0.6461
0.0704,0.3246
45.9404,12.7790
0.2261,0.1303
1616.7263,172.4372
12.4985,3.3802
63.8985,12.4397
0.5672,0.2773
7.4818,2.1862
51.4223,10.3263
1.6074,1.8562
91.5300,16.8121
874.2245,105.0254
0.4400,0.2237
0.4454,0.2281
28.0291,6.3552
10.5040,2.9229
0.1185,0.4466
26.9044,6.0844
0.6811,0.3172
1.3096,0.5225
5.8365,1.7434
3760.4996,337.0708
156.6781,26.2485
8.1121,2.3173
1536.6115,161.2760
2.1142,2.2130
1666.4109,97.0145
0.3716,0.1943
20707.6712,407.1149
777.9676,93.1111
292.1224,35.8563
1968.7049,196.2906
141.7061,24.2625
269.9385,38.6134
1.3470,1.7619
1.6204,0.6218
99.7426,18.3019
0.6391,0.3093
0.0367,0.2241
1359.5245,143.4449
4.0340,1.3230
273.3430,34.4813
437.3377,58.7917
0.1669,0.5319
21.1211,5.1075
44.9957,9.2934
27.1958,9.6558
1466.9610,160.8687
11.4503,5.9359
4.5922,3.4509
203.0556,31.9558
203.7755,29.9828
38.6256,11.5318
2367.2997,235.4483
28.1503,6.5186
4.9850,3.6953
3.8970,1.3238
0.2570,0.1492
543.2704,70.7663
0.1613,0.5195
0.3749,0.8402
90.9120,18.6979
2.0215,0.7812
2.1896,2.2916
846.3036,100.7962
3.1356,1.1107
0.7472,0.3511
1.9462,0.7504
278.8999,39.7197
3.3727,2.9483
8.9171,2.4763
1921.2701,195.5036
31.0099,6.9486
47.2796,10.2751
597.3737,75.8066
833.1958,101.1798
446.1047,61.4235
6.2550,1.8986
48.3626,9.9932
23.5419,5.5134
1.1900,0.5110
194.4491,29.0213
100.6623,18.5395
118.5476,20.7259
6.6512,2.0099
45.4672,9.7478
1068.4468,120.5647
9.0238,2.6211
452.6810,60.8576
150.3903,25.5415
11.3516,3.1925
2.7884,0.9783
13.1066,6.2366
29.4060,6.6759
0.9729,0.4282
40.0803,8.2773
4205.6746,166.3614
76.3224,17.1720
45.3708,9.2812
3132.6825,284.9649
0.6753,1.1452
59.0689,15.0658
0.2209,0.1305
0.0152,0.1386
0.6356,0.3054
2.0473,0.7839
0.2554,0.1413
0.5069,0.2552
0.1997,0.1169
0.1974,0.1187
0.1754,0.1062
69.7997,16.1702
0.6763,0.3067
2.0866,0.8039
68.7703,16.4706
6.0909,4.1400
124.7744,23.1534
63.3027,12.3789
12.0694,3.2309
228.6744,35.4506
0.6612,0.3052
0.2868,0.1578
3463.4319,319.5271
205.6473,29.7645
3.4806,2.9725
3.9689,3.1355
341.6338,50.1000
0.1209,0.4431
25.7230,6.2155
16.0574,4.0321
523.7006,67.6249
18.1416,4.4539
29.1202,6.6812
1.2063,0.5007
19.0580,4.4936
0.3870,0.2034
0.2002,0.6000
2.0291,0.7719
139.5241,23.6148
3.6311,3.0895
3138.2561,139.7332
7.6348,2.2227
6175.5546,207.5098
27.3477,6.4564
13.9863,3.6812
14.9390,6.8530
0.3499,0.1885
0.2778,0.1538
126.7029,21.2551
45.9178,9.6582
1702.9818,99.3400
1855.5033,190.7055
0.4153,0.8933
145.7674,24.5306
115.6491,20.0813
0.0983,0.3991
2.1730,0.8127
383.2751,53.7524
5479.0815,465.8191
108.8818,19.2873
3.1700,1.1186
5289.5680,439.7676
4123.9963,167.4342
2.6026,0.9540
0.6143,0.2936
22.4194,5.5149
35.6778,7.8705
1811.4858,183.7904
2.1458,2.2832
570.0664,73.3655
155.5197,25.5501
0.6448,1.1448
0.2631,0.1450
2180.3553,112.7585
28.4059,9.6420
0.8380,0.3820
1159.4416,130.6921
1703.3784,179.1043
3370.9369,308.5147
1.3889,0.5741
140.2604,23.7217
79.3584,14.8060
1.1749,0.5005
393.7418,53.8187
26.9595,6.2999
12.3089,3.3115
0.8430,0.3739
0.0652,0.3136
1676.1667,172.9587
498.5511,66.5894
190.9345,28.5189
1.5623,0.6254
5204.7865,437.4994
2263.3544,220.6456
5.4851,3.9282
4061.2429,362.8778
0.3078,0.1677
904.4070,107.4086
0.4072,0.8851
160.0537,26.4534
0.9035,0.3980
12.3518,3.2860
15.9193,4.1013
2.4592,2.4064
3520.9445,318.1013
81.5479,17.7050
0.2239,0.6339
5.1905,1.6525
2.5521,0.9347
23.6954,5.6555
0.3318,0.1760
0.5887,1.0693
185.0216,30.0703
4.8448,1.5861
40.0606,11.9036
1476.4631,153.8597
0.3238,0.1769
1.3412,0.5559
31.3707,7.1886
27.2797,6.3344
2575.7916,124.3464
0.2720,0.1557
53.1955,10.8890
2.7322,2.6223
0.8622,1.3406
118.5415,20.1881
24.8508,5.7666
808.7585,94.4837
14.7043,3.9060
3326.5463,294.1313
5498.4136,456.6402
19.1354,4.8178
7.3125,2.1937
13.2118,3.4550
3929.3593,343.6700
0.2635,0.6808
75.9169,14.0924
38.3675,8.1809
28848.1372,495.3572
0.9461,1.3974
657.7426,83.0926
3016.4738,286.9979
32.8497,7.3326
7.3911,2.1428
1.4285,1.8047
213.5782,31.1743
290.6810,42.6991
3600.4581,315.8678
2.1698,2.3031
0.2390,0.1392
1091.4222,123.8163
85.9594,15.5445
32.1386,7.1584
2.6436,0.9552
3117.7771,284.0096
45.3896,9.4490
3.7782,1.3125
394.9803,43.8031
4.2085,1.4557
1041.4982,118.7827
0.5021,0.2424
2.0821,0.7805
24267.7467,447.9748
15.2270,3.9013
44.6014,9.4153
107.7591,18.5761
32.7159,7.3205
1.2227,0.5210
545.0640,70.4870
0.0403,0.2334
0.3747,0.1952
2.7733,0.9844
10.9235,3.0099
3479.7908,313.3138
85.0452,15.5558
0.7084,0.3309
185.0019,29.3325
6.8195,2.0869
244.1768,36.4591
571.2052,71.2533
8.8097,2.5090
3497.7992,310.4419
0.1598,0.1003
4.8796,3.6048
1.1371,0.4776
6.7374,2.0813
1.0722,0.4493
776.2615,95.7242
1.1758,0.5109
26.0782,6.1596
1761.1605,182.2173
684.3655,86.9830
0.0517,0.2692
190.6882,29.7122
124.1317,22.0010
510.5430,65.0034
15.3427,6.9025
153.5668,25.3412
9.1240,2.6117
15.6088,3.9772
1246.8677,130.7705
2469.8871,239.8008
167.8446,27.7369
0.9482,0.4198
0.0328,0.2079
1.1520,1.5985
1.7816,0.6978
38.3414,8.2654
322.9017,46.1840
8.4287,2.4015
0.0105,0.1115
3026.6445,281.7328
926.9547,110.5008
2832.2834,271.9708
483.4946,63.8620
3.8080,1.2610
902.0197,107.3815
30.5270,10.2339
522.1571,68.2326
0.3380,0.1822
4250.4036,167.1232
0.2591,0.6945
2.9733,1.0378
590.0776,76.8259
1.9483,0.7341
16866.3245,359.9604
0.0128,0.1234
26.8519,6.2979
114.3142,19.9038
0.8457,0.3858
1006.1170,115.4701
29.8029,6.6494
244.7535,36.8621
0.4043,0.2077
0.2027,0.1221
0.0550,0.2802
3.9112,1.3034
238.4630,32.3850
3.3731,1.1261
1.3194,0.5359
1911.6906,192.2057
0.6752,0.3198
1.4773,0.5892
309.9994,44.0213
3616.8726,323.6031
5.0656,3.7072
0.2658,0.1493
1.4266,0.5871
0.2486,0.1392
73.4437,13.9454
0.3896,0.8711
0.2524,0.1407
0.9165,0.4005
0.3373,0.1785
0.5839,1.0820
94.9161,17.3038
2453.0582,233.9438
2.4405,0.8872
26.7113,6.1799
2444.1791,241.0560
59.2128,11.4617
0.0456,0.2538
440.2867,58.2830
0.2465,0.1397
2.1350,0.8041
69.0071,12.8697
188.7219,30.4183
2905.5792,275.1459
30.1306,6.8514
329.5879,46.0372
2.6310,0.9736
1.8285,0.7314
17.2088,4.3291
107.9170,19.4146
1542.7301,163.5570
858.4736,101.4553
7.3818,4.4924
199.7816,30.8629
95.3915,17.4432
2.9285,1.0687
33.4935,7.2969
2332.1274,228.5464
142.0529,22.7898
52.3697,10.5175
45.1465,9.4103
0.8098,0.3657
0.0223,0.1690
3909.4351,354.4072
32.6526,7.3745
8037.7295,239.9786
71.3545,13.2775
0.2022,0.6017
49.8718,10.0064
37.5528,8.2707
322.8476,46.9935
79.2917,14.6817
0.0580,0.2902
9.7219,2.6833
183.7946,29.2507
1193.9868,130.7928
4235.2665,367.7024
67.7337,13.0446
796.0377,95.7122
26.0255,6.1186
2237.1054,223.7284
0.8959,0.3931
6177.6796,204.5047
2.4908,0.9288
0.0283,0.1949
17.0354,4.3530
1.2230,0.5100
1104.1465,123.2408
4283.0857,377.0567
92.6481,16.7079
3.9037,3.1405
19.7208,4.8742
19.0102,4.7727
2750.3922,260.0022
3439.0231,315.0593
12.3842,3.2731
381.0163,41.5602
3280.1544,301.5776
271.7200,34.8986
3.1042,2.7797
0.2228,0.6128
0.1836,0.1083
0.2758,0.1528
54.3673,11.0429
17.4434,4.4067
0.5761,0.2838
