T,r
4687.5654,28.9276
0.8768,0.7609
53.3837,5.3385
4331.1192,28.2039
5752.4385,48.6502
14.9672,2.9166
26285.1019,100.1020
0.0759,0.2361
138845.1759,130.4097
21.6995,3.4596
140.1593,6.2990
0.0312,0.1580
21.0840,3.4305
115.8603,7.7659
1.2668,0.8021
40557.5757,75.8618
108.9835,7.3860
9.5888,2.3369
0.1561,0.3304
0.5040,0.5822
0.2304,0.3995
4.7332,1.6820
294.5087,11.8995
160350.2563,236.4281
0.0890,0.2575
296894.1650,181.9677
358603.3712,355.1392
76.1094,6.3739
5.1799,1.7415
18815.4712,85.7551
0.0144,0.1073
171913.8350,246.6243
0.0495,0.1935
5234.5115,47.1493
13.8557,2.8110
750.1621,18.5743
208.6598,10.2765
449916.0350,394.0529
315.6742,12.3596
20256.7015,89.1021
2993.9645,37.0170
134700.5848,128.0620
1894.5209,28.4520
228.8190,10.7563
16.7608,3.0227
0.7406,0.6388
7915.7983,56.3716
27.5420,3.8118
870.6675,20.0889
0.2036,0.3773
1.5238,0.8792
2107733.0204,430.6990
79.7343,6.5531
195656.7295,153.2128
412.7557,10.1204
0.1928,0.3711
0.0509,0.1955
497796.2594,413.2689
922.8547,20.6081
1330.3834,24.6896
31.6668,4.1375
0.1065,0.2761
61.6217,5.6229
448203.3520,217.3647
0.0648,0.2168
0.0613,0.2163
6.4815,1.9540
2136.8838,30.5061
229.4515,10.8524
20.7600,3.3823
30.8861,4.0231
10022.9643,64.1603
314349.0636,333.0690
22.7786,3.5127
230.9636,10.6532
0.0438,0.1790
96373.8445,189.2366
0.5506,0.5561
301.6610,12.2420
0.0297,0.1534
39.6492,4.6717
9611.5460,62.4235
0.0513,0.1937
38.2248,4.5232
15439.0356,77.4107
32542.1456,113.8420
1650.5835,18.7363
0.5647,0.6186
560470.5513,433.3975
642.7419,17.3714
272010.2436,303.1720
636281.7340,467.2191
9211.4362,61.1102
8685.8101,60.3784
23.3444,3.5669
1.6917,1.0315
4.5298,1.6580
35.0349,4.3468
683.4478,17.8452
117.4640,7.6346
2501.0032,33.5312
65197.2758,94.5014
0.0502,0.1921
71693.4523,164.9719
4.9075,1.4430
16.1826,2.4543
0.0311,0.1591
9684.0391,63.1104
641207.6424,458.6592
349747.6342,351.6964
264610.1794,301.7757
44.9717,4.8654
40930.7905,124.4423
25619.6830,99.8162
28.2575,3.9524
2908.3064,35.6207
31.7906,4.0449
284.8128,12.0189
21612.7883,92.6415
33689.8291,115.0343
4.4720,1.6228
124941.8924,214.9232
0.0727,0.2259
0.3030,0.4524
0.0777,0.2375
1.6289,1.0181
5.9245,1.8698
52398.9701,138.2572
87705.9031,105.0854
1102.2225,22.3325
3.5288,1.4689
0.0967,0.2628
0.0138,0.1036
0.9842,0.7877
10871.6236,66.6437
1.5158,0.9748
3939.3168,41.2744
54718.3006,145.3263
0.5891,0.6184
0.0243,0.1382
8343.1078,59.2211
0.0817,0.2435
0.0486,0.1899
41.9206,3.7428
739376.4068,494.4880
2271742.7249,445.1440
1.5243,0.9762
8.3638,2.2062
65179.3622,156.2609
42573.5981,128.9505
7.9240,2.1482
53356.6407,85.6883
0.4423,0.5002
23740.9970,95.5441
5.1234,1.7155
215553.2621,156.9463
3.6194,1.4872
1.7334,1.0231
0.1915,0.3560
132.2304,6.1364
743.7418,18.6779
470989.5249,400.4765
41.9428,4.7505
535.2695,15.9909
0.0545,0.2000
0.0193,0.1226
2439121.1454,459.6067
0.0255,0.1399
7.6894,1.7480
1.5856,0.9916
271173.8463,310.9246
87589.0567,180.0894
29176.1564,65.9886
0.0156,0.1102
0.0779,0.2401
592524.1671,443.6910
437531.1847,382.7132
52.8527,5.2917
1.1402,0.8561
17.4492,3.1300
12849.1238,72.7473
1.1304,0.8529
0.3111,0.4335
325.1308,9.2080
4.1568,1.5665
2191.5965,30.9639
0.1637,0.3347
754.7148,18.7476
0.0673,0.2246
1.3462,0.9220
4989.4056,45.9214
4.5493,1.6499
13.0998,2.7044
25345.0582,100.8525
2.7788,1.3070
2.3689,1.2071
771.7874,19.1356
0.3537,0.4873
103720.7693,196.4475
104598.3704,197.9844
1.7315,1.0331
5.4929,1.7692
0.1186,0.2872
0.0684,0.2256
765.2982,18.8201
2.3914,1.2280
0.0792,0.2396
18338.8625,85.3965
211.6641,10.2460
5.4768,1.7896
15629.0730,79.2308
210363.0311,270.7258
3.4353,1.4489
72584.1316,96.3859
1.5846,0.8906
2506737.7452,457.4783
85233.7600,176.5232
0.0471,0.1857
48135.5861,136.5492
0.4923,0.5763
5333.2852,46.7857
5759.4636,32.2535
57473.9345,146.1667
3.4088,1.4571
1.5357,0.9869
151019.9542,233.1220
2650.2539,22.7871
278208.2909,175.1756
0.1471,0.3240
6.1555,1.8806
33.3238,4.2235
962.1550,14.7115
367.0495,13.2987
960.4291,21.0683
13.0747,2.7251
3.7621,1.2931
8237.3347,59.0141
98.5646,7.1167
63950.1104,152.5282
168.8236,9.0280
0.5951,0.6363
0.7369,0.6385
13014.1403,73.3959
22.5470,2.8530
637549.5417,472.5591
0.0128,0.1053
18066.0836,54.0630
3.3142,1.4374
0.2084,0.3571
0.0851,0.2458
0.0164,0.1135
376344.2402,358.2416
0.0208,0.1272
586188.7086,442.4143
0.4088,0.5247
10845.9589,66.3406
74.7772,6.2493
0.0147,0.1151
61339.5732,151.1357
425358.0514,380.1089
0.0968,0.2642
1553.3128,26.4581
0.8647,0.6870
0.6491,0.6060
46369.3498,132.8713
14.1996,2.8118
3597.0335,26.6086
74.8348,6.2113
5.7466,1.8285
51176.1473,85.6462
97.9461,7.1009
3558.5079,26.4530
6.7672,1.6862
0.0391,0.1736
0.5263,0.5952
0.0301,0.1519
2.3585,1.2007
10655.2113,67.6277
87526.1191,179.0351
25.9842,3.7827
17312.0551,82.8525
10615.5193,64.7451
1461.9849,25.4497
1963.7561,30.1499
1.3553,0.9312
5761.2503,32.7212
0.9853,0.7212
1335.6851,17.1571
0.0479,0.1868
1272689.1065,345.3391
0.0139,0.1040
180.9173,9.5328
59.3037,5.6201
0.0929,0.2609
0.2940,0.4448
0.0846,0.2462
19.3691,3.3198
18.4916,3.1987
41.5396,3.7288
2001.6497,29.5389
221.0299,10.5734
0.2019,0.3763
534025.2839,238.8186
26.8916,3.8542
411.6070,14.0859
7.5886,2.1047
287753.0526,317.7987
110797.7070,117.6681
227.5466,10.6306
97325.0862,190.2175
0.1851,0.3593
48.9553,5.1822
7356.3645,55.8907
0.0452,0.1857
26.9174,3.8805
19.4199,2.6719
91332.7317,183.6362
349456.0593,349.0961
0.6046,0.5834
0.7929,0.7163
31963.1975,67.8510
0.0395,0.1728
0.0160,0.1123
323.7357,12.3185
0.9065,0.7697
1.6023,1.0188
0.0487,0.1883
0.0761,0.2366
17381.1780,83.5593
0.0637,0.2139
0.1498,0.3137
1.2460,0.8982
5.8590,1.8504
505614.5244,411.8957
182.0022,9.4066
9.5489,2.3652
2350.8185,32.3308
510.9349,15.8771
882.7304,13.9976
416.2090,14.1370
0.4199,0.5302
5859.9555,32.8162
3.0891,1.3702
18517.5027,85.9276
912.8485,20.3813
593.3655,16.7812
83169.0138,175.1595
1667.4308,19.0077
738.1667,18.5091
0.1960,0.3670
43094.4184,77.9053
2050.5629,30.1298
11.1966,2.4765
504.9767,15.6492
578.2527,16.4563
0.1881,0.3602
0.0877,0.2491
0.0773,0.2352
37322.5541,119.7783
441267.3293,387.5113
559996.9026,433.4915
2453.6801,33.0756
6582.1031,33.5942
596793.0369,451.3549
2422.3870,33.4557
3738.2193,39.7946
0.5635,0.6090
385.8100,13.6150
4693.1770,44.0157
716.8110,18.3791
121258.3346,210.1367
74311.2668,167.0369
19372.1438,88.9130
15447.0819,79.9570
3.2091,1.3989
0.4171,0.5319
19.6415,3.3146
54139.0746,145.3156
1334.9514,24.5034
1925.0865,28.6751
84.5162,6.5572
6.7794,1.9914
0.0307,0.1522
72.6533,6.1883
31773.0370,111.1548
18462.0269,85.1935
0.3950,0.5222
4.4477,1.6389
0.2211,0.3845
17765.2619,83.6490
0.3723,0.4967
0.1941,0.3578
0.2391,0.3831
371.9082,13.1821
212869.3453,276.7713
2.2080,1.1713
27.9648,3.1222
13.7906,2.7885
150966.9945,235.8044
7.9197,2.1883
0.7845,0.7117
1583.8366,26.7349
505196.8748,414.1979
1.9028,1.1002
0.0950,0.2581
26.0992,3.8408
7.3948,2.0644
0.1246,0.2999
