T,r
3.0036,0.7155
1696.7102,95.7423
188.0521,17.9794
190.4988,18.3816
2.8800,0.5272
0.3356,0.1276
6.9057,0.8807
148.6827,15.1174
1.0227,0.3044
0.7676,0.2485
0.8583,0.2731
8393.2068,335.3739
6990.0590,291.5953
40429.9330,107.3225
1098.8337,68.8873
5042.3358,224.4342
96.8283,3.7792
534.1200,40.3871
226.8890,20.7621
103.6068,11.2979
6968.4234,40.7443
105.6544,11.3040
2718.4967,142.9788
0.4039,0.1505
208143.0401,263.3984
1018.8898,13.9304
7.7166,1.5506
461.7823,8.8723
116.8172,12.3681
2415.0887,126.5225
0.1766,0.1140
4765.0117,218.4447
4439.7866,201.7533
2300.3937,122.6104
1.0511,0.3232
4.7577,0.7028
59.2981,7.2682
1.4137,0.3964
61.1602,7.2319
24707.1070,81.2464
152.7598,4.6801
0.4000,0.1766
8734.0543,353.9470
109.0064,11.3983
2341.5093,21.5395
1705.1998,98.6773
30.9116,2.0313
8.3259,1.5741
88886.6147,163.3163
13.5093,2.2634
48.1851,6.3434
3741.5693,183.0922
1800.5718,106.6018
1.3704,0.3883
17.9878,2.8822
484.2743,36.9025
481.2341,36.8290
41.8722,5.5841
0.2036,0.1244
0.2679,0.1089
1.4749,0.4103
0.6100,0.2284
6.2664,1.2527
13.7317,2.3034
25.7828,1.7959
1007.5910,13.6637
30.4102,4.3867
991.5236,64.0851
2.3854,0.5897
2.2987,0.5712
3374.2349,168.7422
194.8844,5.5409
405.3233,31.9526
1286.0754,77.3912
223.7910,20.6532
0.3358,0.1348
6.2176,1.2660
960.7986,62.0969
66.7956,7.8911
3480.1579,170.3220
0.2724,0.1126
452.8578,8.6939
39.7047,5.2387
203.8290,5.5927
2045.4020,114.5143
5.3660,1.1356
1.2615,0.3673
952.3811,13.3886
2562.0233,132.8947
9168.0249,47.0175
2553.9682,136.6304
20.5507,3.2705
871.5753,58.6150
702.4860,49.0479
2037.1385,113.2750
716.0925,49.6806
520.2702,38.1180
3.4267,0.7877
11.2932,2.0437
4.5972,0.6905
0.5760,0.2026
14.2982,1.2979
1.7708,0.4091
24.8155,3.7000
23.6495,3.4886
50.3973,6.3623
6239.5989,269.4693
34.4885,4.9936
11.5061,1.9787
116.8123,12.2813
10208.8558,395.6416
890.3257,60.4182
1199.5602,74.6866
36.8556,2.2089
1.0962,0.3272
13.9069,2.3510
6.2667,1.2639
0.3465,0.1377
3.6033,0.8160
42.4552,5.6626
2977.0222,150.2197
1.4328,0.3869
400865.5438,375.5943
10356.8619,396.7961
160.7997,15.2958
0.2604,0.1100
27.3667,1.8234
27.7235,3.9534
0.3955,0.1487
4.0983,0.6512
0.9340,0.2818
5271.3019,235.2020
1.0220,0.2990
4801.1024,215.0983
0.6318,0.2158
28.1382,3.9715
1599.6886,93.1266
73.9091,3.2433
301.7876,26.1612
54940.3189,125.0045
3.0888,0.5600
180.1495,17.4883
1.8620,0.4934
70196.9456,144.9332
1.5760,0.4357
100.5279,3.8870
154.7181,15.2580
0.2389,0.1029
0.4189,0.1531
907.1912,59.4538
12.8214,2.2209
19.7366,3.0663
4.4232,0.6782
76.2721,9.1122
51.9618,6.5947
195.8161,18.4323
5227.8218,234.8060
173.9222,16.7923
1345.5942,80.2494
293.3203,24.8803
0.2579,0.1080
3.3962,0.7943
12.4394,1.1982
12561.5234,469.4185
817.1324,55.7607
276.7745,23.6542
280469.6818,305.9852
7311.3694,41.1437
195.0326,18.6969
3158.6356,25.5612
100245.1376,175.6183
287.1822,24.6048
4005.8069,192.3147
0.7410,0.2442
139.9515,14.3856
5.3992,1.1342
794.5099,54.2001
17.4334,2.7601
2.9266,0.7158
142.3493,13.7791
6868.9779,286.3534
3324.4859,162.0378
1.1123,0.3297
35.6122,4.8501
1.9793,0.5079
216.0973,19.6967
421.1615,32.5879
31.6990,1.9913
549.3366,40.5688
1816.8979,102.9229
3.6737,0.8413
85909.8399,162.0957
1059.4104,70.1945
2.5344,0.6243
289.9228,25.1013
3.6719,0.8538
0.2502,0.1018
5.7134,1.1689
249.6761,6.0894
533.4255,40.4593
4.8016,1.0273
11.9532,2.0642
0.7082,0.2351
1.2651,0.3684
1476.4901,90.0162
5.4248,1.1539
873.0089,59.8727
162.1939,16.1345
13.2179,2.2242
256.2691,22.1386
26.3114,3.8245
604.1234,43.3992
351.3424,28.1453
1.6644,0.4692
6100.1847,38.0092
20.2526,3.1152
16235.1376,63.3879
2.3963,0.5868
10268.6030,397.2045
8774.9912,350.3824
51.7965,6.7260
89.9280,10.0852
0.9825,0.3084
4452.3420,205.5829
2.3993,0.5899
3.8080,0.8518
46.1583,5.8574
2461.3002,128.4688
570.8072,40.8544
1.8855,0.4968
332.9936,7.4565
1.5198,0.4126
123695.8409,195.8070
2.4712,0.6213
76.9682,8.7677
185726.2537,246.5340
9995.9500,391.5617
6513.0615,273.2912
420.0764,32.4169
93.0283,10.4059
8689.8620,342.6217
0.9080,0.2817
5305.0003,228.1708
13965.3032,58.9147
209.1986,5.7269
20948.6134,74.4472
4148.1070,198.3632
1564.6792,89.8696
703.4056,50.8553
75.9099,8.7641
28.4393,4.0800
4.7684,0.7031
127.1470,13.0671
1.2724,0.3711
86.1140,9.6538
549.2672,41.5871
60.4898,7.3823
8559.1093,44.5589
31.5767,4.3544
0.8645,0.2729
487.4754,37.1167
10362.1365,406.1940
3.1155,0.5573
2628.2842,137.8830
0.8602,0.2690
195.7670,18.0731
71.1774,8.4553
0.2907,0.1503
580.2503,43.7269
252.8276,6.2981
0.6292,0.2134
6556.3029,38.9415
13.1799,2.2398
28640.6639,87.4466
1148.3514,14.8878
2793.3451,142.1916
7577.9534,42.2554
6487.4234,272.0040
3230.9567,163.4959
944.4809,62.8732
13037.6417,474.1731
239.7126,21.3982
14.7314,2.4793
0.3245,0.1300
2694.2871,139.7107
0.5242,0.1831
95.5223,10.3034
30.0679,1.9491
1.7093,0.4570
3.1164,0.7430
2.0613,0.5294
15.1710,2.5498
1.0965,0.3282
14743.0270,59.7263
11758.6734,429.0951
4691.8974,216.7070
3579.8472,180.1273
3.5297,0.8078
3430.3888,171.3944
0.9495,0.2959
2.1421,0.5480
8642.3926,341.0994
0.6593,0.2328
2.6830,0.6506
45.8386,5.9150
13.6603,2.3147
8.8154,1.6254
7.7197,1.5008
12.4996,2.1558
2368.6154,125.5263
5191.6521,230.1163
3889.5688,189.9677
30.5433,4.4685
12.8371,2.2051
618.0901,44.5460
79.7950,9.0237
0.5372,0.1852
5.6342,1.1545
0.6242,0.2171
3.0817,0.7259
21101.4150,74.9369
0.3188,0.1252
31.5961,4.5496
0.5004,0.1834
1.9819,0.5206
21.4440,3.2808
286.6696,24.7193
88.8243,9.8418
8222.5749,333.6082
138.5425,14.2840
739.0501,11.5653
585.0229,43.0429
50566.8098,120.7861
1423.7548,88.2045
0.5358,0.1881
