T,r
1.4554,0.6782
0.2023,0.1941
45.5188,5.6044
281685.8745,112.6663
0.0186,0.1076
13733.0824,190.8694
82.3058,8.1069
3.5942,1.1718
156.4170,11.9797
3691567.8250,332.3805
850.2710,9.8017
9326.6421,151.5531
31075.7924,326.0463
0.3147,0.3562
0.2767,0.2337
110.6809,9.7201
157.5652,12.0690
44868.3266,51.9326
44052.3889,394.4371
90.5051,3.8338
7.9749,1.9043
0.0846,0.1121
673.5105,8.8758
11898.6490,176.7989
0.0753,0.1039
8.3428,1.9612
322.6579,19.3251
5290.5641,21.0856
5.8857,1.5871
1119.0315,40.4942
911.6897,35.8372
3.2625,1.0598
50904.4089,427.5121
29.6733,4.1713
1418785.9665,224.4405
28300.3897,297.6004
212.6586,14.6487
86.5013,8.2556
380.0702,21.0959
5.6775,1.5184
15.1639,1.8168
239.6006,15.6476
758947.1249,172.2512
104.1823,9.3181
23178.9197,266.2402
32815.3636,323.5077
0.5975,0.3792
424.4416,22.6235
1.8567,0.7639
1.2002,0.5952
0.2062,0.3003
5.9740,1.5722
17.1269,1.9491
5.2371,1.4663
24747.2294,278.6549
790.2392,32.4980
7270.0692,24.3300
12245.6269,30.8632
15616.0861,203.1060
2286.8971,64.0195
21274.5556,247.9121
26.3096,3.9494
12.0332,1.6457
397197.5833,132.2833
0.5516,0.3610
0.5084,0.3386
75774.6942,65.0241
0.3313,0.2623
0.0883,0.1140
140.9301,11.1003
2833.2967,73.0528
2234.6004,14.7245
132889.6976,82.9889
6495.0038,118.6196
265.5548,16.5281
0.0370,0.1412
0.0563,0.1711
53469.9988,447.2260
7412919.9661,446.8720
31.3814,4.4960
57.0146,6.4396
49770.8665,54.7476
496.7239,24.6459
8.3645,1.9826
169655.6053,90.8961
20856.3701,250.7708
1.2044,0.5728
2051.9328,59.6576
6200.3712,116.9764
7123.0222,127.8249
22.2445,3.5469
0.9549,0.5016
0.0931,0.2106
248.5817,16.0732
25111.2588,41.0612
3.7882,1.0116
274.3094,16.9621
1350.2593,45.7294
0.2804,0.2319
1918862.3293,251.7344
8597.9972,146.1979
496.8681,24.5229
0.7002,0.4237
5944.7595,114.7107
2970.5947,74.1830
0.5441,0.3565
18.7436,3.2577
116.6113,9.8935
2.9797,1.0262
905.9356,35.4690
43.1222,5.3464
5244.6172,105.1955
0.4544,0.3154
860.4331,34.7161
304266.1204,117.0527
0.3075,0.2493
942648.4860,190.5348
8032772.6693,456.2776
19013.3866,234.8333
932.0520,10.3081
0.0997,0.1248
87.3890,8.5149
2.7475,0.9594
0.5641,0.3701
1154.2689,41.3212
8.7424,2.0126
3925260.4360,345.1897
6.3003,1.5867
12741.9231,183.3485
0.9581,0.5172
13836.4968,193.3224
0.5026,0.3316
30.5409,2.3844
24.4448,2.2181
0.1728,0.1730
0.2092,0.1974
544.2280,25.8007
0.0899,0.1179
0.7981,0.4627
7576.4546,130.9763
172.9605,12.7234
14.5843,2.7425
0.7182,0.4270
5198444.0332,384.0165
14.9442,2.8011
24778.9356,277.8733
2518.3139,65.9896
0.1940,0.1872
3.7192,1.1864
6.2741,1.2671
3135.5138,75.3536
38468.4064,365.2012
1105.7827,40.4691
0.0349,0.1408
62044.6581,481.4009
49863.7302,443.6523
0.1087,0.1308
212.0255,14.7551
2113762.2144,262.2573
22.1992,3.6498
8.7131,1.9966
168.2779,12.3022
0.2885,0.2375
0.1335,0.1503
24.6170,3.8737
1.2113,0.5917
3.5648,1.1300
2528.0201,67.7663
184.6664,13.6704
0.0916,0.2121
21.5992,3.5793
3972.1542,89.4384
0.2102,0.1984
30563.9983,311.0371
1.3906,0.6362
1.1525,0.5696
19860.3229,245.0521
15.8643,2.8950
1172.0898,43.2418
5569.8155,110.2900
0.5110,0.3464
9.6565,2.1113
19723.3502,235.7710
0.1039,0.2233
0.8032,0.5265
2193.1178,62.2875
46.3848,5.6516
24933.7262,277.1232
2224.7804,62.5109
0.9046,0.4913
14.5744,2.7325
0.8960,0.4843
0.0886,0.1143
337.4028,19.4165
933.9149,10.5156
13282.8728,192.9050
0.9628,0.5118
0.0711,0.1015
11016.5959,170.0464
0.8928,0.4925
352703.0035,124.2405
43290.8216,385.8495
0.2399,0.2143
987.3357,37.0965
18.5960,3.1756
5517.6045,21.5349
3194.9731,78.3841
4868.5690,101.9841
10210.4257,157.9127
0.3749,0.2845
541.6407,25.3254
825.5584,33.5579
7864.3993,136.0826
2.0183,0.8045
3545.9774,83.8923
39323.5228,367.8195
20246.0880,244.4708
0.8955,0.4913
16.3900,2.9873
4.2293,1.2517
576.7087,26.3809
397.3821,21.8390
3.3691,1.1006
12397.8748,180.8207
0.0400,0.1466
0.1022,0.1278
2.2951,0.8766
6791193.0167,433.5512
4.8905,1.3929
0.9116,0.4919
421.6315,22.5857
10244.2773,153.8697
0.7279,0.4321
1414.1001,47.6472
8.5256,1.9391
3365.5055,81.5574
1091.0195,40.4732
4.0994,1.2459
6.7627,1.6932
19020.1143,243.8456
83.9767,3.7151
87.9830,8.2245
0.0773,0.1078
11723.0079,172.6996
1.0310,0.5276
683.6571,29.4754
65.5032,7.1131
117.1159,10.0452
3.1007,1.0486
8.6536,1.9276
0.2619,0.2289
0.4433,0.3242
206.7081,14.0027
415.9943,7.3208
35441.1614,345.4911
0.3061,0.3455
96615.9216,72.5696
34.0423,4.5977
7.2702,1.3385
15905.9057,210.2373
0.1386,0.1516
4091.7554,91.5130
1591.2243,50.0138
37.3027,4.9289
389.4169,20.9148
15.0306,1.8148
38372.9449,368.4227
2743706.0866,289.0415
0.2216,0.2047
1140.2994,40.5950
11.6894,2.3613
48.1595,5.7538
118.8095,10.1152
2224.7685,61.2012
557.4124,26.2028
1.5676,0.6887
554.5169,26.1231
0.2103,0.2010
0.0845,0.1114
10.6791,1.5600
0.8591,0.4748
580.6436,27.0195
2.0937,0.8159
2862.7144,72.0364
218866.0785,103.0008
0.0965,0.1207
22.7723,3.5815
3178534.8767,313.1985
46.5919,5.6443
0.8797,0.5367
80.0105,7.9887
25222.9021,283.7889
56.6534,6.3267
1.2574,0.6026
6.1511,1.6062
0.1498,0.2648
2190630.5663,267.8447
2695.5282,69.3312
28.1783,4.2966
170.3638,12.6000
0.4764,0.3385
5524.3617,107.4180
0.0915,0.1179
8902.5097,146.8250
1091658.1131,202.8062
42.6951,5.3946
0.5554,0.3639
38.0615,5.0324
0.1149,0.2333
9.3412,2.0785
603.0105,27.6268
69.8135,7.1457
2.4338,0.8992
1.2985,0.6229
540012.2447,150.0096
2.1541,0.8401
96.0895,8.6729
7.3695,1.7771
5208.8495,104.6720
58.2112,6.4123
218.6646,5.6287
0.9318,0.5031
123.4848,10.3947
0.5597,0.3662
3381.9518,78.7475
12.9863,2.5248
0.0711,0.1905
1606.7237,49.8219
0.1103,0.1359
335956.5581,121.1963
11.7666,2.3686
26.8298,4.0088
98015.4206,72.5856
48330.5877,422.8457
55.5987,6.2553
328.2680,19.0390
45205.6451,402.7636
2510.5984,67.2192
22128.7147,256.9679
82.9890,3.6864
470.8490,23.9386
242.4212,15.6070
162.6669,12.0620
1704.9831,52.9993
0.1098,0.1362
6314.1764,120.0476
0.7757,0.4457
0.4273,0.3085
14663.1571,201.3466
0.0278,0.1281
