T,r
991.9837,54.0393
5236.3182,138.4593
1.3655,0.8370
8403.9586,183.1503
0.0636,0.1995
164.5636,40.7678
25.4794,6.5009
70.9499,11.7224
0.1727,0.3589
0.0982,0.2669
17988.8625,289.2157
1.1073,1.0631
2.9552,1.8556
8.7220,3.8751
2.3196,1.2891
0.0378,0.1497
27.2695,9.6750
1567.6096,268.0809
1.5619,1.2867
2113.0169,82.9508
91.7208,13.3446
18049.3992,287.6460
44.5485,9.1432
9738.5829,199.0763
35444.7688,428.2648
38076.2490,442.9424
118.0355,15.5685
1111.6303,57.0166
0.3643,0.2855
1.3715,0.8372
123.1403,16.5644
3.7612,1.9347
0.1545,0.3410
0.4706,0.6596
0.1174,0.2900
3.0726,1.9206
2.3691,1.6420
195.9053,47.8044
0.4494,0.6357
38468.5796,451.4526
176.7105,20.0372
9446.4419,197.3584
0.0835,0.2385
12.3711,5.1159
2353.3138,88.7793
1.2507,0.7877
0.0292,0.1298
7.0048,3.0350
5.3225,2.5876
1227.9850,59.8104
81.0424,12.9428
0.2109,0.4024
3.3229,1.9943
0.1304,0.3104
0.2471,0.4423
0.0892,0.2481
58.9600,18.1013
0.5210,0.3839
2.1070,1.5637
30.2885,10.4019
0.0307,0.1340
17.2813,5.1414
1.1085,0.7051
102.7114,14.8040
0.3847,0.5745
4135.1385,120.0708
25914.1943,356.9676
0.3931,0.3107
0.8060,0.8858
23263.6683,326.3332
126.0384,16.0013
0.0737,0.2220
6.9663,3.0916
1.0889,1.0737
31993.8879,394.8979
1.3094,1.1656
3370.0936,107.8570
48.0940,9.1691
162.7890,41.9905
2540.8825,400.5093
24.1599,6.2873
1047.6516,55.6489
8.3587,3.4181
2.1546,1.5904
0.1841,0.3830
5.8864,2.8158
37.9193,12.7034
0.7024,0.8123
1813.0113,295.0716
0.5082,0.6836
1.6366,0.9802
0.0310,0.1379
37.1726,7.9612
5.1464,2.5234
37255.6512,432.6568
38347.5703,449.8317
2.8061,1.4828
799.5851,151.9007
26172.3831,355.7391
7.9374,3.2820
15062.4999,251.9396
0.1509,0.3389
209.6616,21.8244
0.4043,0.6067
0.5945,0.4197
84.9510,12.6561
60.7844,10.6998
1.7934,1.3977
27909.7863,372.5049
23848.6384,329.7013
131.9293,34.4858
0.0372,0.1510
1422.3098,65.1049
40873.2729,455.4590
280.3730,26.0785
1539.0440,69.4437
0.0493,0.1754
5.3430,2.5914
0.6699,0.7967
0.4533,0.3545
24.5880,8.9658
12765.8214,235.1525
65.2846,19.2289
159.5149,18.8383
0.7225,0.4888
0.5726,0.7257
0.0333,0.1375
27.5647,9.5690
3.9270,1.9265
1.1872,1.1017
0.0962,0.2612
39.1372,12.8341
3096.2671,458.9645
32591.9310,400.1344
0.0309,0.1345
0.6817,0.8198
0.3520,0.2808
9.5460,4.2077
3293.1371,108.7117
291.5798,26.0068
248.3627,23.7265
471.3483,35.0787
6155.6859,153.9292
467.0302,34.3941
0.2041,0.4016
32.4733,11.1976
2.7658,1.8265
556.5656,38.0288
0.7673,0.8575
60.9746,10.6853
833.6493,48.2005
0.3179,0.2587
1.5890,1.3115
4330.9391,124.5633
158.3596,18.3728
13.3027,5.5479
6.9364,3.0873
5.0774,2.5471
101.4496,14.5217
1.2992,1.1890
411.1080,32.4526
1102.5046,197.7943
26.7929,6.6912
171.8856,19.5099
1.0246,1.0051
0.0492,0.1777
0.1699,0.3685
10679.3191,214.4186
106.1594,14.8251
0.0317,0.1394
2133.6128,331.5743
1.1254,0.7150
0.3495,0.2698
0.3300,0.5258
0.0219,0.1107
150.5313,39.4185
158.1759,18.7706
2031.8788,79.6781
0.5769,0.7249
0.2575,0.4623
0.1510,0.3398
101.1819,14.3227
846.4267,48.0594
0.1091,0.2823
68.0310,11.4288
0.0898,0.2496
2032.7340,335.2689
153.0118,38.3732
0.5285,0.3875
0.0297,0.1340
12.9078,4.4004
0.0414,0.1605
0.1424,0.3237
3800.0201,117.8143
0.1773,0.1615
0.1375,0.3192
10306.0068,206.8804
0.3642,0.5552
0.1132,0.1127
1.3918,1.1921
1.2904,1.1716
128.6894,34.4199
10.3857,3.8546
1.2290,1.1616
2.1613,1.5861
35576.7162,423.0737
0.0352,0.1458
0.7874,0.8906
2425.3138,375.3517
535.4896,37.5880
8.1662,3.6645
926.6014,51.3773
18287.5529,289.0827
185.7850,20.6446
0.0275,0.1263
46.1417,9.1704
187.1683,20.6396
3.0554,1.9267
20038.2548,306.8104
0.0620,0.1989
2.7880,1.8075
548.4293,37.5951
18026.4129,287.0291
265.2891,25.1229
318.6545,27.5563
53.9811,9.9414
