T,r
108.8993,22.2006
670.2690,70.7926
0.9079,1.0583
1435.1868,120.2459
13.6769,4.2695
21.3556,5.9977
914.3500,86.9961
297.8964,39.6480
1009.6462,96.1302
95.4710,17.4712
0.3894,0.3412
6669.5080,369.1691
3084.8873,214.5541
1.5023,1.5039
3635.7879,242.2693
484.5486,55.4647
54.0270,11.7700
169.3960,26.5683
7862.4090,399.9308
0.1424,0.1680
161.2372,25.6262
0.5254,0.4268
134.4033,22.1558
0.0872,0.1118
5.5170,2.2325
114.3809,20.2256
602.1172,65.1226
64.0265,16.0101
137.7417,22.7875
243.4162,34.8795
0.4077,0.6456
2.3200,1.2144
12.8719,5.7188
39.7239,12.0425
5902.6225,296.7875
5.5146,2.2673
0.0895,0.1218
2.3800,1.2081
955.7742,89.6991
106.6445,19.2299
0.9817,0.6573
0.2085,0.4158
98.9786,17.7344
0.1456,0.1712
54.5761,14.5838
291.6422,39.0918
812.2389,78.9840
53.8898,11.8229
41.3311,9.4659
4935.1387,304.1395
24.3916,6.5185
898.1571,88.6923
3586.7448,241.2967
1067.9822,99.2270
9796.9823,477.3582
260.6455,35.5783
1562.6348,127.1005
28.5661,7.5463
4062.3376,253.5478
6.6424,3.8334
4.2158,1.8336
1.0873,0.7291
429.4149,52.3215
31.2749,7.8614
4861.4105,295.7818
0.3692,0.3247
0.2290,0.2313
677.1303,71.4635
0.7056,0.5296
10.6934,3.6042
0.6618,0.8574
0.4369,0.3707
2.2444,1.2088
7.8063,2.9031
1.4100,1.4117
92.5595,20.5095
0.2711,0.2598
2699.0085,180.3063
2.7616,2.1439
5983.4544,297.6712
8.3193,2.9805
0.0957,0.2514
161.4727,26.1972
0.2819,0.5109
1419.0048,123.2336
0.2525,0.2563
0.2774,0.2631
121.3348,20.9135
13.4813,4.2695
9.7776,3.4887
1310.0167,111.3502
1479.1493,119.3022
56.9775,11.9881
0.0363,0.1344
3.3630,1.5936
4.8603,2.0810
57.1873,11.6607
0.8804,0.6202
10.1014,5.0074
42.8552,9.5474
8570.3249,438.7024
2.7312,1.3749
0.1969,0.2099
616.1693,67.1756
26.6685,7.2094
901.5281,86.0792
4.0843,1.8235
1106.3229,100.8080
0.7317,0.9628
1398.4370,119.7430
100.2188,18.3407
7.3410,3.9895
6489.8536,357.8528
2349.1763,172.6022
67.1390,13.6382
12576.4540,466.1872
9423.0935,468.0293
0.5342,0.7727
191.2589,29.2326
0.0921,0.1232
1530.8174,127.7217
56.2570,12.0733
118.3763,20.4948
0.7717,0.9605
1709.6658,135.3332
11.2620,3.7510
0.9122,0.6155
179.6725,27.0024
2525.8919,170.7028
0.2717,0.2653
9806.8644,488.0933
4.8402,2.0779
0.8025,0.5783
15.7891,4.7882
0.1005,0.1300
0.1003,0.1309
5.1902,2.1693
796.6191,79.7742
14.9947,4.7000
0.2526,0.2515
985.6141,93.1979
6.9189,2.6564
2311.8639,167.8831
0.6300,0.4908
7.9479,2.9998
0.7789,0.5532
24.8649,6.8719
2.0607,1.1013
195.0574,28.5345
0.2927,0.2740
12.0129,3.9744
35.9887,8.9165
242.8226,34.6468
39.0810,9.4076
267.2445,36.8564
20.6282,5.9115
1.4306,1.4065
12.6305,4.0944
11.5122,3.8867
0.0339,0.1294
475.8118,54.4237
0.0937,0.1242
191.7252,32.5472
9.8507,3.4751
158.2634,24.9733
2.3798,1.2677
1.5986,0.9237
10.8369,3.7277
27.8300,9.5366
1366.0461,118.2214
1278.6519,112.3236
1.8811,1.0678
4.7202,1.9918
0.1462,0.1719
19.4473,7.5802
502.6115,58.5593
5.9022,2.4635
58.6174,15.2599
839.9097,84.0981
471.6017,58.3285
171.6819,30.5844
318.3077,41.5365
155.1414,24.3955
0.9213,0.6446
0.4382,0.3680
1636.3268,135.1881
2.3606,1.2404
22.5475,8.3606
238.1682,34.6432
114.7492,23.4693
7.6788,2.8829
0.1207,0.1496
0.1469,0.1689
2.9703,1.4551
0.4590,0.3960
2.2708,1.2071
0.6827,0.5132
683.0101,72.6202
2588.1313,172.7328
4.9901,2.1059
0.0744,0.1072
2026.9648,154.4888
5.4887,2.2990
81.8251,15.7387
0.1964,0.2154
35.9591,8.6570
122.5000,20.9561
6.0630,2.4163
1.9294,1.0504
40.3836,9.7790
521.2363,58.4181
2.4436,1.3038
9.3822,4.6619
5.2286,2.2120
0.1278,0.3080
7230.5393,380.7856
447.3020,53.2264
92.7354,17.3439
295.6727,39.8274
0.2542,0.2615
3.2878,1.5724
9199.9591,465.8719
8027.4781,358.3898
74.7623,14.3900
5849.9596,331.5523
1.7052,0.9656
245.2944,35.1362
38.9437,11.4828
661.3905,71.4529
0.5403,0.4316
11.6472,5.4673
2.0240,1.0998
0.3994,0.3514
121.4182,24.0849
1657.5959,137.9283
193.3987,29.2269
2504.6438,182.5104
19.6114,7.4156
0.2709,0.2587
31.2064,7.8332
0.1063,0.1365
712.3303,75.0228
0.5283,0.4238
3036.1936,211.1986
68.2227,16.7653
2057.0464,156.3985
1491.3168,123.7748
28.8881,9.5191
397.7059,48.7452
993.6403,95.8105
7.5690,2.8662
0.1206,0.1469
724.1864,73.6711
1142.1636,102.8194
56.7928,14.8014
85.4228,16.3810
1.9509,1.7126
78.9024,15.2687
67.8444,14.1018
26.5473,7.0534
1874.8561,148.7511
0.2434,0.4680
493.0203,55.8862
292.2853,39.4895
26.9060,9.4403
0.0957,0.1254
1.6172,0.9650
69.6655,16.7726
0.1387,0.1686
0.2299,0.2369
0.0736,0.1052
6.8189,2.6648
323.5261,42.7019
2.0281,1.1058
9.8325,3.5062
0.1248,0.1556
0.0891,0.1203
8599.9713,448.4114
0.1556,0.1723
4.6088,1.9683
760.0040,80.0806
15.9185,4.8452
7524.2324,403.0011
1.3735,0.8333
1672.2113,136.3107
6.0068,2.4079
11.3760,3.8571
160.4726,25.0543
0.8861,0.6175
4.5293,2.9593
0.4078,0.3539
267.1488,40.3070
33.9786,10.8818
0.0856,0.2385
0.4492,0.3835
3.9910,1.7970
1396.2882,115.9822
0.4391,0.3755
4367.0391,276.3111
8.7871,3.2227
1.3690,0.8466
32.7653,10.4670
55.3686,11.8048
716.4544,76.7450
0.0382,0.1422
0.4571,0.3845
0.2746,0.2631
0.3851,0.3414
0.5355,0.4259
