T,r
406.5480,7.6447
0.5721,0.4770
146.4384,4.9338
4.9953,1.1923
0.8291,0.5671
198.8535,5.6701
0.0707,0.1988
669590.0777,173.4335
345.2622,7.1340
6.8606,1.3599
0.0579,0.1827
0.9508,0.5977
406.9556,7.7339
0.0202,0.1177
159.2304,5.1871
1439.4985,13.0752
13795.1344,33.8847
7098.9857,25.3951
1081320.0024,211.5742
0.3704,0.4027
5.9000,1.2651
203037.2321,105.1121
0.2296,0.3286
8.1613,1.4718
2212.7293,15.5727
0.0882,0.2185
463299.3316,148.0389
164.5852,5.2038
53924.1636,61.3746
5768556.0673,432.8394
0.6250,0.5054
273592.7425,120.2567
7196253.1475,478.2365
6.1652,1.3139
76855.4567,70.5156
38829.6272,51.7277
0.0270,0.1325
0.0495,0.1713
606765.3124,164.3267
966029.6874,204.5791
14.5328,1.8849
0.8279,0.5628
4837816.9077,396.5836
115264.3035,82.9551
3.0927,0.9731
44.1040,3.0025
6073.8823,24.0492
3208.9843,18.2219
1235965.8078,224.7893
17.0075,1.9839
0.5283,0.4697
8114745.4656,492.3926
0.0777,0.2094
0.1787,0.2897
1330.5473,12.5590
236154.9189,111.4328
433.5844,7.8879
0.0205,0.1177
1.1514,0.6389
1808.2236,14.2455
2032694.0520,275.2985
1.2316,0.6682
0.2740,0.3571
183.0601,5.4330
5.8948,1.2814
441.4638,7.9681
97.3602,4.1932
192871.9625,102.2150
3883.6170,19.9843
1412976.9630,240.1049
0.1204,0.2492
20.3010,2.1608
0.4511,0.4355
37.1344,2.7777
1.3069,0.6871
0.0785,0.2044
59.7035,3.3907
161703.4609,96.4342
5.8778,1.2867
232751.7111,108.9886
0.0422,0.1607
3.5252,1.0407
3.2798,1.0093
431.6548,7.9820
2.2617,0.8539
2041462.7271,281.0139
17.3761,2.0034
0.2254,0.3275
12.8446,1.7828
5.7702,1.2825
5902380.5035,436.0447
22.8410,2.2607
2897113.2178,320.5304
360980.8187,134.2780
1.2965,0.6686
26447.9195,44.4105
568.3416,8.7822
0.0438,0.1626
2051098.5147,281.6227
42.5461,3.0083
1614.2389,13.9287
0.1120,0.2400
727725.5066,178.8936
2187.9846,15.7650
824.1481,10.3723
0.5629,0.4748
5074.8846,22.3144
280973.4786,119.2681
3283127.9574,337.7407
2768950.9893,314.3092
4862.7481,21.9666
2044038.3390,278.9413
0.3174,0.3725
5058.7541,22.3783
335.9646,7.0731
116.2029,4.4698
529809.4592,159.9512
780.5600,10.0467
1.0379,0.6118
3.1686,0.9902
20046.6076,39.5351
1339704.2732,235.7512
0.0667,0.1948
0.0156,0.1062
114.6917,4.4707
0.0142,0.1006
3875.3694,19.8360
0.1149,0.2417
2.6310,0.9212
144.9994,4.9364
2485.9970,16.4820
902218.9196,197.6344
5.4222,1.2489
29015.9161,45.7795
2.3486,0.8720
28023.0361,45.0340
5503814.7458,425.4568
20110.7847,39.6439
4063301.3493,369.4988
52978.2388,59.2307
510.9255,8.4008
14.5114,1.8370
19.2765,2.1234
38471.1572,52.0402
0.2643,0.3454
0.0189,0.1133
2.3032,0.8655
120.3341,4.6062
12998.3843,32.9135
1264286.8645,224.7192
5609017.8952,422.6266
1.1126,0.6388
0.0231,0.1259
0.4456,0.4335
3713.3844,19.6078
0.0392,0.1567
0.0496,0.1692
2653.4012,16.8938
2662.4335,16.9857
50809.1036,57.6746
12.4463,1.7445
4546560.9023,385.5829
121.1500,4.5902
1671406.2958,255.4369
7.1804,1.3527
0.3781,0.3993
1.6426,0.7518
2.0711,0.8323
145.5234,4.9744
0.8812,0.5762
0.1105,0.2409
6.7607,1.3536
0.1760,0.2906
0.0179,0.1107
7882.8256,27.1478
54671.1078,60.3762
4203.0383,20.8164
100858.5455,77.9098
324.0114,7.0222
71255.3877,67.4348
0.0201,0.1171
34.5986,2.6939
0.0750,0.2067
364374.5473,132.6228
92.4677,4.0751
26332.7083,44.1153
0.0494,0.1728
0.0212,0.1202
0.0658,0.1923
0.0897,0.2199
2868.3651,17.4046
3249374.5255,335.9608
42577.8036,54.1105
223.8857,5.9445
6.5180,1.3334
448.7866,8.0048
0.0367,0.1525
0.4234,0.4276
16745.4530,36.8620
384.8367,7.5054
2826907.7183,319.1790
800.9921,10.4331
4842728.5630,407.8617
15754.1958,35.4210
0.1469,0.2680
0.2262,0.3232
2.9855,0.9564
4170.1908,20.3506
110.8756,4.4123
22.2566,2.2566
11.7963,1.7183
93.6501,4.0883
2.5380,0.9076
2488210.6954,302.1851
0.0228,0.1234
14.0566,1.8615
159.7094,5.1685
0.0248,0.1278
144710.1878,91.4448
4.1610,1.1239
5384.4963,22.7280
10295.7594,29.3072
10.4710,1.6420
3971.0736,19.9058
0.0615,0.1894
2416.7903,16.2414
0.1846,0.3003
0.1088,0.2395
607427.7739,163.7773
1.1158,0.6354
238086.7910,112.6629
1.0244,0.6147
128.4883,4.7129
966329.2957,201.1875
3536355.8585,352.8774
29074.6752,46.3384
0.1573,0.2817
2285355.5711,294.0232
769.1465,10.1144
445576.3618,145.6233
546.5564,8.7605
568477.5430,163.2115
0.0566,0.1805
456686.8521,149.3586
3803.3708,19.8563
177.2544,5.3980
1053291.0609,209.9988
1822.5787,14.5891
168332.5543,95.3906
1.1726,0.6505
4045523.0094,370.8873
0.0272,0.1340
0.0648,0.1933
2.8901,0.9600
82.0365,3.8903
63030.0068,64.3283
50.3925,3.2270
0.2697,0.3523
0.1674,0.2890
5.7915,1.2860
0.9221,0.5885
0.0300,0.1391
50.8752,3.1997
0.0141,0.1020
101.8867,4.2483
0.0414,0.1604
57.6707,3.3611
3.8183,1.0596
4491.9166,21.1086
29.9446,2.5894
0.1743,0.2914
3095078.9765,334.5845
122944.7940,84.5722
14.3465,1.8929
2236227.2639,288.4751
0.0230,0.1237
137.9503,4.8822
15.9126,1.9628
0.0252,0.1282
112462.3101,81.1449
2170564.0956,287.1715
780.2992,10.0574
133.0745,4.7759
7831090.5287,492.8913
0.7255,0.5339
4.9321,1.1766
820027.3312,191.0489
0.5021,0.4550
0.0346,0.1482
474280.1408,149.4449
1211827.3112,221.5868
4796.7119,21.7423
12329.9384,32.4477
103252.2662,79.6152
245.8138,6.1249
2.6362,0.9188
688.7219,9.6469
75514.5533,69.2391
9512.4048,28.6663
492.8333,8.2623
1.0313,0.6274
18750.0798,38.6862
676227.8197,176.8543
740.8070,9.8731
2.1412,0.8433
3733.9172,19.4414
7404.8642,26.2992
45950.5736,55.6853
0.2052,0.3118
6721886.9101,453.3114
33666.4658,49.0710
481098.1215,149.6024
299.6800,6.7176
9766.6684,29.3073
3768424.1539,362.4071
10019.2407,29.4063
0.0404,0.1589
1080947.7061,212.2755
33215.2638,49.0813
1442.5687,13.2723
0.0388,0.1541
1.6486,0.7515
1.2151,0.6716
1.7209,0.7679
73.3010,3.6851
19273.5586,39.2203
0.0351,0.1506
1459.8189,13.2162
0.2133,0.3132
2.7093,0.9208
0.0314,0.1425
4862.4498,21.5890
290.3031,6.6849
4265238.9518,376.0733
114243.6050,82.8357
67.6015,3.5449
4790.0491,21.6015
0.1265,0.2541
44.6612,3.0467
0.4663,0.4400
5647395.8022,420.9823
8.0111,1.4721
1349979.5276,237.5191
589937.0507,164.6968
7936911.5028,495.9685
9.2675,1.5569
119.0206,4.5904
0.1042,0.2311
0.0246,0.1272
0.4029,0.4092
7521619.6808,483.2264
5.4926,1.2499
4709.3289,21.4288
23488.8686,41.9216
1.2237,0.6641
6.7864,1.3656
465.8907,8.0199
83.3002,3.9282
0.0186,0.1130
172.4755,5.3393
0.6704,0.5146
318.8558,6.9061
2.4789,0.8985
6069.9196,23.9234
53.1060,3.2281
1361495.9954,232.7363
12715.6077,33.0237
10650.1803,30.5106
97.9208,4.2686
0.0974,0.2285
14.3255,1.8627
6.1344,1.3072
0.0159,0.1042
401.3220,7.5304
0.2603,0.3398
583.2652,8.9031
0.4853,0.4529
0.3860,0.4075
73.7725,3.7262
1.1386,0.6388
307083.6500,126.2453
1063401.9588,212.8740
31.1369,2.6082
259.3495,6.4136
0.0250,0.1308
3383.3007,18.6207
769522.4178,182.9789
7557922.5722,491.4606
1644.6200,13.7661
15686.9944,35.6055
5926225.5785,435.3178
1359049.3666,235.5607
1512.1607,13.3463
0.2175,0.3218
91006.8436,73.3025
1918558.3570,270.8300
1807438.7783,264.1107
